OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036FA,2024-10-09T13:39:30.020544,14.34026818,0.0023184,74.0332,12.3583,208.0109,151.9796,0,U,33945,999,81862,6.6273E-04,1.831E-05,0
COSMOS 2251 DEB,1993-036FD,2024-10-09T12:42:29.548224,14.34829925,0.0023585,74.0389,12.2110,198.5584,161.4710,0,U,33948,999,81865,9.2518E-04,2.609E-05,0
COSMOS 2251 DEB,1993-036FE,2024-10-09T13:58:57.542880,14.38370182,0.0018213,74.0268,326.1784,178.6790,303.1415,0,U,33971,999,81965,9.9316E-04,3.007E-05,0
COSMOS 2251 DEB,1993-036FF,2024-10-09T09:33:16.347168,14.29695779,0.0134682,73.9963,257.9783,166.8261,346.5538,0,U,33972,999,80921,7.3883E-03,2.0939E-04,0
COSMOS 2251 DEB,1993-036FG,2024-10-09T12:17:01.405248,14.44619348,0.0045662,74.0096,183.9015,106.1552,311.0877,0,U,33973,999,82400,6.5151E-04,2.258E-05,0
COSMOS 2251 DEB,1993-036FJ,2024-10-09T13:39:32.889888,13.99331715,0.0193247,73.8010,118.2166,323.7449,35.0710,0,U,33975,999,79823,1.5013E-03,2.536E-05,0
COSMOS 2251 DEB,1993-036FP,2024-10-09T08:27:51.179616,14.54058154,0.0029682,74.0228,155.1800,43.5459,75.0523,0,U,33980,999,82542,3.2274E-03,1.3701E-04,0
COSMOS 2251 DEB,1993-036FR,2024-10-09T13:04:59.167200,14.56970727,0.0081008,74.0711,95.8943,253.8908,162.4785,0,U,33982,999,82900,1.594E-03,7.467E-05,0
COSMOS 2251 DEB,1993-036FS,2024-10-09T07:59:48.022080,14.47832378,0.0020106,74.0515,232.0311,81.5048,36.9437,0,U,33983,999,82407,3.0193E-03,1.1194E-04,0
COSMOS 2251 DEB,1993-036FT,2024-10-09T13:05:39.630048,14.59815074,0.0025879,74.0100,92.1789,32.7296,23.2696,0,U,33984,999,82787,2.6943E-03,1.2933E-04,0
COSMOS 2251 DEB,1993-036FV,2024-10-09T05:33:33.449760,14.39918307,0.0042978,74.0400,18.6799,201.4470,185.7111,0,U,33986,999,81838,4.6182E-03,1.4686E-04,0
COSMOS 2251 DEB,1993-036FY,2024-10-09T03:25:32.266848,15.13387104,0.002097,74.0022,238.5616,168.8172,191.3492,0,U,33989,999,83500,1.2124E-02,2.24293E-03,0
COSMOS 2251 DEB,1993-036FZ,2024-10-09T07:50:28.525920,13.48962908,0.0410747,73.9278,254.8842,354.8058,115.9230,0,U,33990,999,76936,7.5679E-03,7.959E-05,0
COSMOS 2251 DEB,1993-036GB,2024-10-09T12:49:34.646592,14.60360856,0.0059942,74.0248,82.2765,307.8731,118.1651,0,U,33992,999,82845,2.4406E-03,1.2097E-04,0
COSMOS 2251 DEB,1993-036GD,2024-10-09T09:21:21.120192,14.40690701,0.0022455,74.0416,264.6602,150.1259,325.1472,0,U,33994,999,82235,5.3422E-04,1.685E-05,0
COSMOS 2251 DEB,1993-036GE,2024-10-09T04:04:13.771776,14.31395924,0.0064927,74.0643,183.4380,303.7785,55.7192,0,U,33995,999,81364,4.3415E-03,1.1775E-04,0
COSMOS 2251 DEB,1993-036GJ,2024-10-09T07:51:44.968320,14.69333705,0.0060877,73.9301,358.6888,351.3655,8.6461,0,U,33999,999,82910,5.9607E-03,3.6384E-04,0
COSMOS 2251 DEB,1993-036GK,2024-10-09T12:40:04.193184,15.42801619,0.0016655,74.0147,14.5820,328.9914,31.0310,0,U,34000,999,83099,1.7364E-02,8.24715E-03,0
COSMOS 2251 DEB,1993-036GL,2024-10-09T12:42:25.154784,14.36267282,0.001997,74.0415,350.3776,183.7996,239.0546,0,U,34001,999,81982,7.92E-04,2.293E-05,0
COSMOS 2251 DEB,1993-036GN,2024-10-09T02:17:35.825856,13.81252257,0.0281793,74.0789,286.7769,139.9431,222.2854,0,U,34003,999,78486,4.0445E-03,5.781E-05,0
COSMOS 2251 DEB,1993-036GP,2024-10-09T07:49:08.074560,14.43097299,0.003306,74.0390,35.0326,156.9300,203.3350,0,U,34004,999,81821,6.6032E-03,2.2351E-04,0
COSMOS 2251 DEB,1993-036GQ,2024-10-09T10:49:04.060416,14.39693283,0.0019789,74.0435,286.4795,157.0383,323.4733,0,U,34005,999,82199,5.6733E-04,1.754E-05,0
COSMOS 2251 DEB,1993-036GR,2024-10-08T09:30:38.818368,14.65693850,0.0020803,74.0663,270.3691,349.8616,130.2152,0,U,34006,999,82300,6.1311E-02,3.49959E-03,0
COSMOS 2251 DEB,1993-036GS,2024-10-09T12:42:52.738848,14.59270957,0.0050926,74.0207,89.9775,330.4828,29.3464,0,U,34007,999,82805,2.2869E-03,1.0985E-04,0
COSMOS 2251 DEB,1993-036GT,2024-10-09T13:15:45.378720,14.32652788,0.0022916,74.0370,34.6092,138.0192,233.9985,0,U,34008,999,81817,6.3115E-04,1.695E-05,0
COSMOS 2251 DEB,1993-036GU,2024-10-09T10:16:05.337120,14.32637402,0.0028283,74.0392,41.1679,218.9684,207.0884,0,U,34009,999,81796,9.2001E-04,2.486E-05,0
COSMOS 2251 DEB,1993-036GV,2024-10-09T11:02:42.429984,14.77357803,0.0016121,74.0165,71.5130,314.5676,45.4181,0,U,34010,999,82867,1.1255E-02,8.1112E-04,0
