collision_rate,average_cumulative_reward,average_steps_taken,average_delta_v_used_m_s,average_min_distance_to_debris_meters,average_fuel_consumed_kg
91.0,-123632637.15634735,638.36,5.5261728909556,361094.74534801504,0.1343297119902641
