collision_rate,average_cumulative_reward,average_steps_taken,average_delta_v_used_m_s,average_min_distance_to_debris_meters,average_fuel_consumed_kg
97.0,-19525467.06192228,527.7,130.80881073661934,105104.13718750501,2.4363477066555044
